SPlusCode,Fullname,Store,Region,ActivityCode,IsLearned,SecondTest,Score
CE.DMX13672,13672,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX32241,32241,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX43547,43547,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX51700,51700,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX53887,53887,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX54119,54119,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX54947,54947,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX55707,55707,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX56205,56205,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX79189,79189,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX83619,83619,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX88226,88226,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX97571,97571,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX98215,98215,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX104436,104436,ĐMM_BPH_BLO - 248 Nguyễn Huệ,Miền Tây Nguyên,,,0,0
CE.DMX95501,95501,ĐMM_BPH_CTH - 37 Quốc Lộ 14 (Minh Lập),Miền Tây Nguyên,,,0,0
CE.DMX97582,97582,ĐMM_BPH_CTH - 37 Quốc Lộ 14 (Minh Lập),Miền Tây Nguyên,,,0,0
CE.DMX102109,102109,ĐMM_BPH_CTH - 37 Quốc Lộ 14 (Minh Lập),Miền Tây Nguyên,,,0,0
CE.DMX107856,107856,ĐMM_BPH_CTH - 37 Quốc Lộ 14 (Minh Lập),Miền Tây Nguyên,,,0,0
CE.DMX110651,110651,ĐMM_BPH_CTH - 37 Quốc Lộ 14 (Minh Lập),Miền Tây Nguyên,,,0,0
CE.DMX16830,16830,ĐMM_BPH_CTH - 74 Quốc Lộ 13 (Minh Hưng),Miền Tây Nguyên,,,0,0
CE.DMX44336,44336,ĐMM_BPH_CTH - 74 Quốc Lộ 13 (Minh Hưng),Miền Tây Nguyên,,,0,0
CE.DMX57735,57735,ĐMM_BPH_CTH - 74 Quốc Lộ 13 (Minh Hưng),Miền Tây Nguyên,,,0,0
CE.DMX88233,88233,ĐMM_BPH_CTH - 74 Quốc Lộ 13 (Minh Hưng),Miền Tây Nguyên,,,0,0
CE.DMX94226,94226,ĐMM_BPH_CTH - 74 Quốc Lộ 13 (Minh Hưng),Miền Tây Nguyên,,,0,0
CE.DMX94227,94227,ĐMM_BPH_CTH - 74 Quốc Lộ 13 (Minh Hưng),Miền Tây Nguyên,,,0,0
CE.DMX104437,104437,ĐMM_BPH_CTH - 74 Quốc Lộ 13 (Minh Hưng),Miền Tây Nguyên,,,0,0
CE.DMX10386,10386,ĐMM_BPH_CTH - Chơn Thành,Miền Tây Nguyên,,,0,0
CE.DMX31619,31619,ĐMM_BPH_CTH - Chơn Thành,Miền Tây Nguyên,,,0,0
CE.DMX32729,32729,ĐMM_BPH_CTH - Chơn Thành,Miền Tây Nguyên,,,0,0
CE.DMX43540,43540,ĐMM_BPH_CTH - Chơn Thành,Miền Tây Nguyên,,,0,0
CE.DMX46036,46036,ĐMM_BPH_CTH - Chơn Thành,Miền Tây Nguyên,,,0,0
CE.DMX66037,66037,ĐMM_BPH_CTH - Chơn Thành,Miền Tây Nguyên,,,0,0
CE.DMX69773,69773,ĐMM_BPH_CTH - Chơn Thành,Miền Tây Nguyên,,,0,0
CE.DMX78588,78588,ĐMM_BPH_CTH - Chơn Thành,Miền Tây Nguyên,,,0,0
CE.DMX80981,80981,ĐMM_BPH_CTH - Chơn Thành,Miền Tây Nguyên,,,0,0
CE.DMX104909,104909,ĐMM_BPH_CTH - Chơn Thành,Miền Tây Nguyên,,,0,0
CE.DMX6124,6124,ĐMM_BPH_DPH - 232 DT741 (Tân Tiến),Miền Tây Nguyên,,,0,0
CE.DMX24352,24352,ĐMM_BPH_DPH - 232 DT741 (Tân Tiến),Miền Tây Nguyên,,,0,0
CE.DMX51702,51702,ĐMM_BPH_DPH - 232 DT741 (Tân Tiến),Miền Tây Nguyên,,,0,0
CE.DMX70219,70219,ĐMM_BPH_DPH - 232 DT741 (Tân Tiến),Miền Tây Nguyên,,,0,0
CE.DMX104431,104431,ĐMM_BPH_DPH - 232 DT741 (Tân Tiến),Miền Tây Nguyên,,,0,0
CE.DMX104910,104910,ĐMM_BPH_DPH - 232 DT741 (Tân Tiến),Miền Tây Nguyên,,,0,0
CE.DMX51695,51695,ĐMM_BPH_DXO - 1729 Quốc Lộ 14 (Tân Thành),Miền Tây Nguyên,,,0,0
CE.DMX60995,60995,ĐMM_BPH_DXO - 1729 Quốc Lộ 14 (Tân Thành),Miền Tây Nguyên,,,0,0
CE.DMX110660,110660,ĐMM_BPH_DXO - 1729 Quốc Lộ 14 (Tân Thành),Miền Tây Nguyên,,,0,0
CE.DMX110662,110662,ĐMM_BPH_DXO - 1729 Quốc Lộ 14 (Tân Thành),Miền Tây Nguyên,,,0,0
CE.DMX110663,110663,ĐMM_BPH_DXO - 1729 Quốc Lộ 14 (Tân Thành),Miền Tây Nguyên,,,0,0
CE.DMX27268,27268,ĐMM_BPH_DXO - 688 Quốc Lộ 14,Miền Tây Nguyên,,,0,0
CE.DMX69372,69372,ĐMM_BPH_DXO - 688 Quốc Lộ 14,Miền Tây Nguyên,,,0,0
CE.DMX154730,154730,ĐMM_BPH_DXO - 688 Quốc Lộ 14,Miền Tây Nguyên,,,0,0
CE.DMX154737,154737,ĐMM_BPH_DXO - 688 Quốc Lộ 14,Miền Tây Nguyên,,,0,0
CE.DMX22081,22081,ĐMM_BPH_HQU - Tân Khai,Miền Tây Nguyên,,,0,0
CE.DMX71450,71450,ĐMM_BPH_HQU - Tân Khai,Miền Tây Nguyên,,,0,0
CE.DMX87863,87863,ĐMM_BPH_HQU - Tân Khai,Miền Tây Nguyên,,,0,0
CE.DMX88230,88230,ĐMM_BPH_HQU - Tân Khai,Miền Tây Nguyên,,,0,0
CE.DMX104411,104411,ĐMM_BPH_HQU - Tân Khai,Miền Tây Nguyên,,,0,0
CE.DMX22179,22179,ĐMM_BPH_LNI - 132 Quốc Lộ 13 (Lộc Ninh),Miền Tây Nguyên,,,0,0
CE.DMX33051,33051,ĐMM_BPH_LNI - 132 Quốc Lộ 13 (Lộc Ninh),Miền Tây Nguyên,,,0,0
CE.DMX44337,44337,ĐMM_BPH_LNI - 132 Quốc Lộ 13 (Lộc Ninh),Miền Tây Nguyên,,,0,0
CE.DMX44339,44339,ĐMM_BPH_LNI - 132 Quốc Lộ 13 (Lộc Ninh),Miền Tây Nguyên,,,0,0
CE.DMX44340,44340,ĐMM_BPH_LNI - 132 Quốc Lộ 13 (Lộc Ninh),Miền Tây Nguyên,,,0,0
CE.DMX44341,44341,ĐMM_BPH_LNI - 132 Quốc Lộ 13 (Lộc Ninh),Miền Tây Nguyên,,,0,0
CE.DMX44343,44343,ĐMM_BPH_LNI - 132 Quốc Lộ 13 (Lộc Ninh),Miền Tây Nguyên,,,0,0
CE.DMX44345,44345,ĐMM_BPH_LNI - 132 Quốc Lộ 13 (Lộc Ninh),Miền Tây Nguyên,,,0,0
CE.DMX73957,73957,ĐMM_BPH_LNI - 132 Quốc Lộ 13 (Lộc Ninh),Miền Tây Nguyên,,,0,0
CE.DMX104907,104907,ĐMM_BPH_LNI - 132 Quốc Lộ 13 (Lộc Ninh),Miền Tây Nguyên,,,0,0
CE.DMX110657,110657,ĐMM_BPH_LNI - 132 Quốc Lộ 13 (Lộc Ninh),Miền Tây Nguyên,,,0,0
CE.DMX22177,22177,ĐMM_BPH_LNI - Lộc Hiệp,Miền Tây Nguyên,,,0,0
CE.DMX102110,102110,ĐMM_BPH_LNI - Lộc Hiệp,Miền Tây Nguyên,,,0,0
CE.DMX104415,104415,ĐMM_BPH_LNI - Lộc Hiệp,Miền Tây Nguyên,,,0,0
CE.DMX53197,53197,ĐMM_BPH_PLO - 68 DT741 (Thác Mơ),Miền Tây Nguyên,,,0,0
CE.DMX69775,69775,ĐMM_BPH_PLO - 68 DT741 (Thác Mơ),Miền Tây Nguyên,,,0,0
CE.DMX106850,106850,ĐMM_BPH_PLO - 68 DT741 (Thác Mơ),Miền Tây Nguyên,,,0,0
CE.DMX105399,105399,ĐMM_BPH_PRI - Bù Nho,Miền Tây Nguyên,,,0,0
CE.DMX16688,16688,ĐMM_BPH_PRI - Phú Riềng,Miền Tây Nguyên,,,0,0
CE.DMX19131,19131,ĐMM_BPH_PRI - Phú Riềng,Miền Tây Nguyên,,,0,0
CE.DMX62388,62388,ĐMM_BPH_PRI - Phú Riềng,Miền Tây Nguyên,,,0,0
CE.DMX62390,62390,ĐMM_BPH_PRI - Phú Riềng,Miền Tây Nguyên,,,0,0
CE.DMX94223,94223,ĐMM_BPH_PRI - Phú Riềng,Miền Tây Nguyên,,,0,0
CE.DMX104428,104428,ĐMM_BPH_PRI - Phú Riềng,Miền Tây Nguyên,,,0,0
CE.DMX111500,111500,ĐMM_BPH_PRI - Phú Riềng,Miền Tây Nguyên,,,0,0
CE.DMX113671,113671,ĐMM_BPH_PRI - Phú Riềng,Miền Tây Nguyên,,,0,0
CE.DMX11873,11873,ĐMM_DLA_BDO - Ea Bar,Miền Tây Nguyên,,,0,0
CE.DMX80979,80979,ĐMM_DLA_BDO - Ea Bar,Miền Tây Nguyên,,,0,0
CE.DMX97585,97585,ĐMM_DLA_BDO - Ea Bar,Miền Tây Nguyên,,,0,0
CE.DMX33041,33041,ĐMM_DLA_BMT - 103 Quốc Lộ 14 (Hòa Thuận),Miền Tây Nguyên,,,0,0
CE.DMX47398,47398,ĐMM_DLA_BMT - 103 Quốc Lộ 14 (Hòa Thuận),Miền Tây Nguyên,,,0,0
CE.DMX57037,57037,ĐMM_DLA_BMT - 103 Quốc Lộ 14 (Hòa Thuận),Miền Tây Nguyên,,,0,0
CE.DMX57039,57039,ĐMM_DLA_BMT - 103 Quốc Lộ 14 (Hòa Thuận),Miền Tây Nguyên,,,0,0
CE.DMX61992,61992,ĐMM_DLA_BMT - 103 Quốc Lộ 14 (Hòa Thuận),Miền Tây Nguyên,,,0,0
CE.DMX98468,98468,ĐMM_DLA_BMT - 103 Quốc Lộ 14 (Hòa Thuận),Miền Tây Nguyên,,,0,0
CE.DMX108262,108262,ĐMM_DLA_BMT - 103 Quốc Lộ 14 (Hòa Thuận),Miền Tây Nguyên,,,0,0
CE.DMX16386,16386,ĐMM_DLA_BMT - 196 Phan Chu Trinh,Miền Tây Nguyên,,,0,0
CE.DMX58479,58479,ĐMM_DLA_BMT - 196 Phan Chu Trinh,Miền Tây Nguyên,,,0,0
CE.DMX97587,97587,ĐMM_DLA_BMT - 196 Phan Chu Trinh,Miền Tây Nguyên,,,0,0
CE.DMX99362,99362,ĐMM_DLA_BMT - 196 Phan Chu Trinh,Miền Tây Nguyên,,,0,0
CE.DMX108272,108272,ĐMM_DLA_BMT - 196 Phan Chu Trinh,Miền Tây Nguyên,,,0,0
CE.DMX120172,120172,ĐMM_DLA_BMT - 196 Phan Chu Trinh,Miền Tây Nguyên,,,0,0
CE.DMX16408,16408,ĐMM_DLA_BMT - 266 Lê Duẩn,Miền Tây Nguyên,,,0,0
CE.DMX50279,50279,ĐMM_DLA_BMT - 266 Lê Duẩn,Miền Tây Nguyên,,,0,0
CE.DMX95489,95489,ĐMM_DLA_BMT - 266 Lê Duẩn,Miền Tây Nguyên,,,0,0
CE.DMX95491,95491,ĐMM_DLA_BMT - 266 Lê Duẩn,Miền Tây Nguyên,,,0,0
CE.DMX95493,95493,ĐMM_DLA_BMT - 266 Lê Duẩn,Miền Tây Nguyên,,,0,0
CE.DMX44392,44392,ĐMM_DLA_CKU - Ea Tiêu,Miền Tây Nguyên,,,0,0
CE.DMX58105,58105,ĐMM_DLA_CKU - Ea Tiêu,Miền Tây Nguyên,,,0,0
CE.DMX89621,89621,ĐMM_DLA_CKU - Ea Tiêu,Miền Tây Nguyên,,,0,0
CE.DMX108259,108259,ĐMM_DLA_CKU - Ea Tiêu,Miền Tây Nguyên,,,0,0
CE.DMX117073,117073,ĐMM_DLA_CKU - Ea Tiêu,Miền Tây Nguyên,,,0,0
CE.DMX16436,16436,ĐMM_DLA_CMG - 41 Hùng Vương (Quảng Phú),Miền Tây Nguyên,,,0,0
CE.DMX25232,25232,ĐMM_DLA_CMG - 41 Hùng Vương (Quảng Phú),Miền Tây Nguyên,,,0,0
CE.DMX47402,47402,ĐMM_DLA_CMG - 41 Hùng Vương (Quảng Phú),Miền Tây Nguyên,,,0,0
CE.DMX58906,58906,ĐMM_DLA_CMG - 41 Hùng Vương (Quảng Phú),Miền Tây Nguyên,,,0,0
CE.DMX59233,59233,ĐMM_DLA_CMG - 41 Hùng Vương (Quảng Phú),Miền Tây Nguyên,,,0,0
CE.DMX59235,59235,ĐMM_DLA_CMG - 41 Hùng Vương (Quảng Phú),Miền Tây Nguyên,,,0,0
CE.DMX59236,59236,ĐMM_DLA_CMG - 41 Hùng Vương (Quảng Phú),Miền Tây Nguyên,,,0,0
CE.DMX98462,98462,ĐMM_DLA_CMG - 41 Hùng Vương (Quảng Phú),Miền Tây Nguyên,,,0,0
CE.DMX115324,115324,ĐMM_DLA_CMG - 41 Hùng Vương (Quảng Phú),Miền Tây Nguyên,,,0,0
CE.DMX133913,133913,ĐMM_DLA_CMG - 41 Hùng Vương (Quảng Phú),Miền Tây Nguyên,,,0,0
CE.DMX33616,33616,ĐMM_DLA_EKA - 143 Nguyễn Tất Thành (OFF),Miền Tây Nguyên,,,0,0
CE.DMX30342,30342,ĐMM_DLA_EKA - Ea Knốp,Miền Tây Nguyên,,,0,0
CE.DMX48675,48675,ĐMM_DLA_EKA - Ea Knốp,Miền Tây Nguyên,,,0,0
CE.DMX48678,48678,ĐMM_DLA_EKA - Ea Knốp,Miền Tây Nguyên,,,0,0
CE.DMX49881,49881,ĐMM_DLA_EKA - Ea Knốp,Miền Tây Nguyên,,,0,0
CE.DMX49884,49884,ĐMM_DLA_EKA - Ea Knốp,Miền Tây Nguyên,,,0,0
CE.DMX80898,80898,ĐMM_DLA_EKA - Ea Knốp,Miền Tây Nguyên,,,0,0
ce.dmx40195,40195,ĐMM_DLA_EKA - Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX46509,46509,ĐMM_DLA_EKA - Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX49879,49879,ĐMM_DLA_EKA - Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX80616,80616,ĐMM_DLA_EKA - Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX108241,108241,ĐMM_DLA_EKA - Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX124679,124679,ĐMM_DLA_EKA - Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX124682,124682,ĐMM_DLA_EKA - Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX40196,40196,ĐMM_DLA_ESU - 57 Hùng Vương,Miền Tây Nguyên,,,0,0
CE.DMX61012,61012,ĐMM_DLA_ESU - 57 Hùng Vương,Miền Tây Nguyên,,,0,0
CE.DMX61980,61980,ĐMM_DLA_ESU - 57 Hùng Vương,Miền Tây Nguyên,,,0,0
CE.DMX61981,61981,ĐMM_DLA_ESU - 57 Hùng Vương,Miền Tây Nguyên,,,0,0
CE.DMX61982,61982,ĐMM_DLA_ESU - 57 Hùng Vương,Miền Tây Nguyên,,,0,0
CE.DMX62367,62367,ĐMM_DLA_ESU - 57 Hùng Vương,Miền Tây Nguyên,,,0,0
CE.DMX108788,108788,ĐMM_DLA_ESU - 57 Hùng Vương,Miền Tây Nguyên,,,0,0
CE.DMX9723,9723,ĐMM_DLA_KAN - 138 Hùng Vương (Buôn Trấp),Miền Tây Nguyên,,,0,0
CE.DMX20398,20398,ĐMM_DLA_KAN - 138 Hùng Vương (Buôn Trấp),Miền Tây Nguyên,,,0,0
CE.DMX30293,30293,ĐMM_DLA_KAN - 138 Hùng Vương (Buôn Trấp),Miền Tây Nguyên,,,0,0
CE.DMX32789,32789,ĐMM_DLA_KAN - 138 Hùng Vương (Buôn Trấp),Miền Tây Nguyên,,,0,0
CE.DMX42063,42063,ĐMM_DLA_KAN - 138 Hùng Vương (Buôn Trấp),Miền Tây Nguyên,,,0,0
CE.DMX42064,42064,ĐMM_DLA_KAN - 138 Hùng Vương (Buôn Trấp),Miền Tây Nguyên,,,0,0
CE.DMX42069,42069,ĐMM_DLA_KAN - 138 Hùng Vương (Buôn Trấp),Miền Tây Nguyên,,,0,0
CE.DMX43264,43264,ĐMM_DLA_KAN - 138 Hùng Vương (Buôn Trấp),Miền Tây Nguyên,,,0,0
CE.DMX44969,44969,ĐMM_DLA_KAN - 138 Hùng Vương (Buôn Trấp),Miền Tây Nguyên,,,0,0
CE.DMX44997,44997,ĐMM_DLA_KAN - 138 Hùng Vương (Buôn Trấp),Miền Tây Nguyên,,,0,0
CE.DMX110443,110443,ĐMM_DLA_KAN - 138 Hùng Vương (Buôn Trấp),Miền Tây Nguyên,,,0,0
CE.DMX45026,45026,ĐMM_DLA_KBO - Krông Kmar,Miền Tây Nguyên,,,0,0
CE.DMX46504,46504,ĐMM_DLA_KBO - Krông Kmar,Miền Tây Nguyên,,,0,0
CE.DMX57035,57035,ĐMM_DLA_KBO - Krông Kmar,Miền Tây Nguyên,,,0,0
CE.DMX57045,57045,ĐMM_DLA_KBO - Krông Kmar,Miền Tây Nguyên,,,0,0
CE.DMX77881,77881,ĐMM_DLA_KBO - Krông Kmar,Miền Tây Nguyên,,,0,0
CE.DMX81180,81180,ĐMM_DLA_KBO - Krông Kmar,Miền Tây Nguyên,,,0,0
CE.DMX27991,27991,ĐMM_DLA_KNA - 74A Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX28996,28996,ĐMM_DLA_KNA - 74A Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX35827,35827,ĐMM_DLA_KNA - 74A Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX56050,56050,ĐMM_DLA_KNA - 74A Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX67142,67142,ĐMM_DLA_KNA - 74A Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX67144,67144,ĐMM_DLA_KNA - 74A Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX89622,89622,ĐMM_DLA_KNA - 74A Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX67481,67481,ĐMM_DLA_KNA - Ea Tóh,Miền Tây Nguyên,,,0,0
CE.DMX103692,103692,ĐMM_DLA_KNA - Ea Tóh,Miền Tây Nguyên,,,0,0
CE.DMX103698,103698,ĐMM_DLA_KNA - Ea Tóh,Miền Tây Nguyên,,,0,0
CE.DMX103699,103699,ĐMM_DLA_KNA - Ea Tóh,Miền Tây Nguyên,,,0,0
CE.DMX7388,7388,ĐMM_DLA_KPA - Ea Kuăng,Miền Tây Nguyên,,,0,0
CE.DMX23844,23844,ĐMM_DLA_KPA - Ea Kuăng,Miền Tây Nguyên,,,0,0
CE.DMX25226,25226,ĐMM_DLA_KPA - Ea Kuăng,Miền Tây Nguyên,,,0,0
CE.DMX54881,54881,ĐMM_DLA_KPA - Ea Kuăng,Miền Tây Nguyên,,,0,0
CE.DMX66567,66567,ĐMM_DLA_KPA - Ea Kuăng,Miền Tây Nguyên,,,0,0
CE.DMX98471,98471,ĐMM_DLA_KPA - Ea Kuăng,Miền Tây Nguyên,,,0,0
CE.DMX98542,98542,ĐMM_DLA_KPA - Ea Kuăng,Miền Tây Nguyên,,,0,0
CE.DMX99360,99360,ĐMM_DLA_KPA - Ea Kuăng,Miền Tây Nguyên,,,0,0
CE.DMX16395,16395,ĐMM_DLA_KPA - Phước An,Miền Tây Nguyên,,,0,0
CE.DMX16437,16437,ĐMM_DLA_KPA - Phước An,Miền Tây Nguyên,,,0,0
CE.DMX46506,46506,ĐMM_DLA_KPA - Phước An,Miền Tây Nguyên,,,0,0
ce.dmx46515,46515,ĐMM_DLA_KPA - Phước An,Miền Tây Nguyên,,,0,0
CE.DMX48960,48960,ĐMM_DLA_KPA - Phước An,Miền Tây Nguyên,,,0,0
CE.DMX58908,58908,ĐMM_DLA_KPA - Phước An,Miền Tây Nguyên,,,0,0
CE.DMX80617,80617,ĐMM_DLA_KPA - Phước An,Miền Tây Nguyên,,,0,0
CE.DMX19392,19392,ĐMM_DLA_LAK - 248 Nguyễn Tất Thành (Liên Sơn),Miền Tây Nguyên,,,0,0
CE.DMX61280,61280,ĐMM_DLA_LAK - 248 Nguyễn Tất Thành (Liên Sơn),Miền Tây Nguyên,,,0,0
CE.DMX137494,137494,ĐMM_DLA_LAK - 248 Nguyễn Tất Thành (Liên Sơn),Miền Tây Nguyên,,,0,0
CE.DMX137495,137495,ĐMM_DLA_LAK - 248 Nguyễn Tất Thành (Liên Sơn),Miền Tây Nguyên,,,0,0
CE.DMX137497,137497,ĐMM_DLA_LAK - 248 Nguyễn Tất Thành (Liên Sơn),Miền Tây Nguyên,,,0,0
CE.DMX137498,137498,ĐMM_DLA_LAK - 248 Nguyễn Tất Thành (Liên Sơn),Miền Tây Nguyên,,,0,0
CE.DMX42447,42447,ĐMM_DLA_MDR - 179 Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX94216,94216,ĐMM_DLA_MDR - 179 Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX94217,94217,ĐMM_DLA_MDR - 179 Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX94218,94218,ĐMM_DLA_MDR - 179 Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX94231,94231,ĐMM_DLA_MDR - 179 Nguyễn Tất Thành,Miền Tây Nguyên,,,0,0
CE.DMX24026,24026,ĐMM_DNG_CJU - 317 Nguyễn Tất Thành (Ea T-Ling),Miền Tây Nguyên,,,0,0
CE.DMX32820,32820,ĐMM_DNG_CJU - 317 Nguyễn Tất Thành (Ea T-Ling),Miền Tây Nguyên,,,0,0
CE.DMX44999,44999,ĐMM_DNG_CJU - 317 Nguyễn Tất Thành (Ea T-Ling),Miền Tây Nguyên,,,0,0
CE.DMX45003,45003,ĐMM_DNG_CJU - 317 Nguyễn Tất Thành (Ea T-Ling),Miền Tây Nguyên,,,0,0
CE.DMX47428,47428,ĐMM_DNG_CJU - 317 Nguyễn Tất Thành (Ea T-Ling),Miền Tây Nguyên,,,0,0
CE.DMX19820,19820,ĐMM_DNG_DGL - Quảng Khê,Miền Tây Nguyên,,,0,0
CE.DMX21117,21117,ĐMM_DNG_DGL - Quảng Khê,Miền Tây Nguyên,,,0,0
CE.DMX84942,84942,ĐMM_DNG_DGL - Quảng Khê,Miền Tây Nguyên,,,0,0
CE.DMX84966,84966,ĐMM_DNG_DGL - Quảng Khê,Miền Tây Nguyên,,,0,0
CE.DMX9694,9694,ĐMM_DNG_DMI - 65 Nguyễn Tất Thành (Đắk Mil),Miền Tây Nguyên,,,0,0
CE.DMX9946,9946,ĐMM_DNG_DMI - 65 Nguyễn Tất Thành (Đắk Mil),Miền Tây Nguyên,,,0,0
CE.DMX12502,12502,ĐMM_DNG_DMI - 65 Nguyễn Tất Thành (Đắk Mil),Miền Tây Nguyên,,,0,0
CE.DMX32245,32245,ĐMM_DNG_DMI - 65 Nguyễn Tất Thành (Đắk Mil),Miền Tây Nguyên,,,0,0
CE.DMX47856,47856,ĐMM_DNG_DMI - 65 Nguyễn Tất Thành (Đắk Mil),Miền Tây Nguyên,,,0,0
CE.DMX49415,49415,ĐMM_DNG_DMI - 65 Nguyễn Tất Thành (Đắk Mil),Miền Tây Nguyên,,,0,0
CE.DMX58094,58094,ĐMM_DNG_DMI - 65 Nguyễn Tất Thành (Đắk Mil),Miền Tây Nguyên,,,0,0
CE.DMX98464,98464,ĐMM_DNG_DMI - 65 Nguyễn Tất Thành (Đắk Mil),Miền Tây Nguyên,,,0,0
CE.DMX36404,36404,ĐMM_DNG_DMI - Đắk Sắk,Miền Tây Nguyên,,,0,0
CE.DMX56606,56606,ĐMM_DNG_DMI - Đắk Sắk,Miền Tây Nguyên,,,0,0
CE.DMX97579,97579,ĐMM_DNG_DMI - Đắk Sắk,Miền Tây Nguyên,,,0,0
CE.DMX97580,97580,ĐMM_DNG_DMI - Đắk Sắk,Miền Tây Nguyên,,,0,0
CE.DMX98465,98465,ĐMM_DNG_DMI - Đắk Sắk,Miền Tây Nguyên,,,0,0
CE.DMX37367,37367,ĐMM_DNG_DRL - 79 Nguyễn Tất Thành (Kiến Đức),Miền Tây Nguyên,,,0,0
CE.DMX40165,40165,ĐMM_DNG_DRL - 79 Nguyễn Tất Thành (Kiến Đức),Miền Tây Nguyên,,,0,0
CE.DMX64333,64333,ĐMM_DNG_DRL - 79 Nguyễn Tất Thành (Kiến Đức),Miền Tây Nguyên,,,0,0
CE.DMX80982,80982,ĐMM_DNG_DRL - 79 Nguyễn Tất Thành (Kiến Đức),Miền Tây Nguyên,,,0,0
CE.DMX51439,51439,ĐMM_DNG_DSO - Nam Bình,Miền Tây Nguyên,,,0,0
CE.DMX52565,52565,ĐMM_DNG_DSO - Nam Bình,Miền Tây Nguyên,,,0,0
CE.DMX60633,60633,ĐMM_DNG_DSO - Nam Bình,Miền Tây Nguyên,,,0,0
CE.DMX62643,62643,ĐMM_DNG_DSO - Nam Bình,Miền Tây Nguyên,,,0,0
CE.DMX65456,65456,ĐMM_DNG_DSO - Nam Bình,Miền Tây Nguyên,,,0,0
CE.DMX139512,139512,ĐMM_DNG_DSO - Nam Bình,Miền Tây Nguyên,,,0,0
CE.DMX20779,20779,ĐMM_DNG_KNO - 185 Nguyễn Tất Thành (Đắk Mâm),Miền Tây Nguyên,,,0,0
CE.DMX40308,40308,ĐMM_DNG_KNO - 185 Nguyễn Tất Thành (Đắk Mâm),Miền Tây Nguyên,,,0,0
CE.DMX56602,56602,ĐMM_DNG_KNO - 185 Nguyễn Tất Thành (Đắk Mâm),Miền Tây Nguyên,,,0,0
CE.DMX56603,56603,ĐMM_DNG_KNO - 185 Nguyễn Tất Thành (Đắk Mâm),Miền Tây Nguyên,,,0,0
CE.DMX57175,57175,ĐMM_DNG_KNO - 185 Nguyễn Tất Thành (Đắk Mâm),Miền Tây Nguyên,,,0,0
CE.DMX57362,57362,ĐMM_DNG_KNO - 185 Nguyễn Tất Thành (Đắk Mâm),Miền Tây Nguyên,,,0,0
CE.DMX12349,12349,ĐMM_GLA_AKH - 359 Quang Trung,Miền Tây Nguyên,,,0,0
CE.DMX12366,12366,ĐMM_GLA_AKH - 359 Quang Trung,Miền Tây Nguyên,,,0,0
CE.DMX34557,34557,ĐMM_GLA_AKH - 359 Quang Trung,Miền Tây Nguyên,,,0,0
CE.DMX35158,35158,ĐMM_GLA_AKH - 359 Quang Trung,Miền Tây Nguyên,,,0,0
